Game.,Team,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,TR,AST,TO,STL,BLK,PF,PTS
1,northerncolorado,18,71,4,22,14,20,14,36,10,18,7,2,14,54
1,syracuse,43,67,6,18,12,18,11,46,24,15,13,11,15,104
2,fairfiield,15,51,3,17,16,19,11,34,8,11,10,3,22,49
2,mississippist,19,45,4,14,11,28,14,35,8,16,3,4,20,53
3,savannahst,16,64,3,13,5,9,11,36,6,21,5,5,21,40
3,memphis,37,77,10,22,18,29,22,58,26,10,10,11,11,102
4,ucriverside,22,64,5,15,12,20,15,84,14,15,3,1,27,61
4,cal,25,55,6,8,22,29,7,69,18,9,6,5,18,78
5,stmarys,20,55,3,21,24,32,12,72,8,15,4,5,15,67
5,belmont,23,54,6,15,6,8,5,46,10,20,9,1,29,58
6,georgemason,28,58,9,19,4,5,5,32,22,12,11,4,15,69
6,IPFW,20,59,4,17,7,10,12,33,11,16,3,1,7,51
7,princeton,22,39,8,18,9,15,1,21,17,9,11,3,18,61
7,bucknell,14,46,2,13,18,23,9,35,7,13,6,1,19,48
8,princeton,15,38,5,20,10,12,3,24,8,12,7,4,22,45
8,syracuse,18,42,5,16,15,23,5,29,11,12,8,2,13,56
9,duquesne,22,65,4,15,17,20,12,45,10,15,2,3,20,65
9,santaclara,27,66,5,17,15,24,13,46,15,12,7,1,21,74
10,ncat,22,59,6,24,9,10,13,47,11,21,9,2,26,59
10,newmexico,26,41,3,10,20,32,9,68,18,26,11,5,16,75
11,stmarys,19,46,1,13,22,26,9,74,6,16,3,3,17,61
11,cal,20,55,3,6,9,15,10,58,10,14,3,5,24,52
12,belmont,20,59,8,25,17,22,9,32,12,18,5,2,25,65
12,ucriverside,26,52,4,11,18,30,13,40,18,22,4,3,24,74
13,fairfiield,26,50,7,11,3,5,8,34,22,21,10,6,26,62
13,alabamaAM,14,46,2,14,17,32,11,32,2,17,12,0,13,47
14,bucknell,19,35,6,10,23,32,8,31,11,17,7,4,18,67
14,northerncolorado,19,53,5,20,11,20,15,25,10,14,8,1,22,54
15,georgemason,17,60,3,19,21,24,14,35,9,13,9,3,19,58
15,memphis,25,63,7,17,18,25,21,50,10,16,6,4,17,75
16,santaclara,21,55,2,14,15,19,8,56,10,16,4,2,19,59
16,newmexico,33,59,20,35,4,11,9,66,21,14,6,6,25,93
17,savannahst,22,67,4,17,12,16,10,38,14,14,8,5,18,60
17,IPFW,27,69,5,21,12,20,21,57,18,18,5,6,12,71
18,ncat,21,59,10,32,17,29,7,31,16,19,11,2,18,69
18,duquesne,29,61,9,19,15,18,10,47,23,24,10,2,25,82
19,illinoisst,30,57,0,0.000001,14,19,6,29,19,10,6,2,18,82
19,pennst,27,56,0,0.000001,16,23,12,33,14,13,2,0,17,73
20,southcarolinast,18,40,2,6,14,18,5,26,9,19,3,1,15,52
20,mississippi,23,53,8,22,10,12,10,29,11,12,7,0,18,64
